["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(25, 3)
1.9986163866666666e+14 1.6173782855184210e-01 9.8008843777775727e+00
("port 1","mode 1",1,"port 3",1,"transmission")
(25, 3)
1.8737028625000000e+14 5.7031890722021128e-04 -1.6015968278625943e+00
1.8789075926736112e+14 3.3041658809781122e-04 -1.1663543977862492e+00
1.8841123228472222e+14 6.4521622686226245e-05 -1.5085138895804281e-01
1.8893170530208334e+14 2.4980025418820190e-04 2.3296374867352947e+00
1.8945217831944444e+14 5.2281749052543664e-04 2.8963020951752028e+00
1.8997265133680556e+14 7.3190247765300188e-04 3.3642245198984244e+00
1.9049312435416666e+14 8.9290475460965452e-04 3.8468648207522738e+00
1.9101359737152778e+14 9.5946413377652950e-04 4.3513565194555319e+00
1.9153407038888888e+14 9.7371612873015470e-04 4.8684787459189600e+00
1.9205454340625000e+14 9.3516640006761518e-04 5.4400432469778162e+00
1.9257501642361109e+14 8.7322350490245026e-04 6.0278434500660669e+00
1.9309548944097222e+14 8.3679250003140934e-04 6.6619696447559162e+00
1.9361596245833331e+14 8.0666850536624340e-04 7.2908717095738345e+00
1.9413643547569444e+14 8.2244262470872198e-04 7.8771420566338621e+00
1.9465690849305556e+14 8.3309207812750589e-04 8.4240370349496594e+00
1.9517738151041666e+14 8.4258910651550869e-04 8.8855695740241014e+00
1.9569785452777778e+14 8.3894637182401106e-04 9.3128029277294431e+00
1.9621832754513888e+14 8.0804714960128221e-04 9.6711013288458219e+00
1.9673880056250000e+14 7.7935134035646725e-04 1.0000890829805090e+01
1.9725927357986109e+14 7.2744074608102041e-04 1.0292990209714686e+01
1.9777974659722222e+14 6.9187299204946000e-04 1.0570749422567294e+01
1.9830021961458331e+14 6.3533797439633546e-04 1.0863346776123139e+01
1.9882069263194444e+14 5.8291986883444167e-04 1.1173910114291068e+01
1.9934116564930553e+14 4.9703100949337494e-04 1.1573777323403835e+01
1.9986163866666666e+14 3.9437217912114385e-04 1.2061166937790798e+01
("port 2","mode 1",1,"port 1",1,"transmission")
(25, 3)
1.8737028625000000e+14 9.5658790335592370e-01 -5.2758576252326994e-01
1.8789075926736112e+14 9.6004695848630328e-01 -1.5931696883297189e-01
1.8841123228472222e+14 9.6063638793927053e-01 2.0799132750139890e-01
1.8893170530208334e+14 9.6450308826485998e-01 5.7674176902251917e-01
1.8945217831944444e+14 9.6434982698594107e-01 9.4512621361046667e-01
1.8997265133680556e+14 9.6830698969667528e-01 1.3139427180572611e+00
1.9049312435416666e+14 9.6784044032528260e-01 1.6835242916824820e+00
1.9101359737152778e+14 9.7145512458478089e-01 2.0522852833653054e+00
1.9153407038888888e+14 9.7111396848341769e-01 2.4228946789680901e+00
1.9205454340625000e+14 9.7401875568682994e-01 2.7917588560554978e+00
1.9257501642361109e+14 9.7410305952582121e-01 3.1629866132255109e+00
1.9309548944097222e+14 9.7615291490277001e-01 3.5323267873959372e+00
1.9361596245833331e+14 9.7665387660009817e-01 3.9036614878943774e+00
1.9413643547569444e+14 9.7803331024597995e-01 4.2738005280011055e+00
1.9465690849305556e+14 9.7872431228733292e-01 4.6449143549443299e+00
1.9517738151041666e+14 9.7974388077238783e-01 5.0160208845028746e+00
1.9569785452777778e+14 9.8025829345267679e-01 5.3867510595235517e+00
1.9621832754513888e+14 9.8132901006162854e-01 5.7587334284056677e+00
