["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 2","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.9309548944097222e+14 3.1826161318051321e-01 4.1166897550533985e+00
1.9359660086208747e+14 3.1157364391070680e-01 4.5337550423006423e+00
1.9361596245833331e+14 3.1136617946368306e-01 4.5497450305841021e+00
1.9363532405457916e+14 3.1116461716078619e-01 4.5657406205177713e+00
1.9413643547569444e+14 3.0649812730092613e-01 4.9850072661574929e+00
1.9465690849305556e+14 2.9965756466816684e-01 5.4202425503327563e+00
1.9517738151041666e+14 2.9484554640448574e-01 5.8542784497381337e+00
1.9569785452777778e+14 2.8849025050594040e-01 6.2914638805196432e+00
1.9621832754513888e+14 2.8340099809509683e-01 6.7248877187577873e+00
1.9673880056250000e+14 2.7776498459309462e-01 7.1628434505106426e+00
1.9725927357986109e+14 2.7232963676676730e-01 7.5969699233573582e+00
1.9777974659722222e+14 2.6732477616904154e-01 8.0341860729825836e+00
1.9830021961458331e+14 2.6177842217277142e-01 8.4702144544728739e+00
1.9882069263194444e+14 2.5706009245011557e-01 8.9057454324802734e+00
1.9934116564930553e+14 2.5179220440720956e-01 9.3439817296842449e+00
1.9986163866666666e+14 2.4697337136333328e-01 9.7780259802377270e+00
("port 1","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.8737028625000000e+14 9.1580307141113726e-01 -5.5114391325636003e-01
1.8789075926736112e+14 9.2035907522412841e-01 -1.8421692481324750e-01
1.8841123228472222e+14 9.2237783958187014e-01 1.8150375196322174e-01
1.8893170530208334e+14 9.2724117085788849e-01 5.4907071645163652e-01
1.8945217831944444e+14 9.2847924166268103e-01 9.1588232270732095e-01
1.8997265133680556e+14 9.3339504753742775e-01 1.2836549011398082e+00
1.9049312435416666e+14 9.3422197847043309e-01 1.6516940151844184e+00
1.9101359737152778e+14 9.3880874040650730e-01 2.0195052524369048e+00
1.9153407038888888e+14 9.3962886726878259e-01 2.3886471451350242e+00
1.9205454340625000e+14 9.4352759142132947e-01 2.7565978999821881e+00
1.9257501642361109e+14 9.4464994987686335e-01 3.1264669056899135e+00
1.9309548944097222e+14 9.4769906656088321e-01 3.4948967564718187e+00
1.9359660086208747e+14 9.4909034075954990e-01 3.8512947907802415e+00
1.9361596245833331e+14 9.4913464121136715e-01 3.8650091891785405e+00
1.9363532405457916e+14 9.4918296520663692e-01 3.8787208993018645e+00
1.9413643547569444e+14 9.5146876923669454e-01 4.2341963053250078e+00
1.9465690849305556e+14 9.5306841629317751e-01 4.6042231865405459e+00
1.9517738151041666e+14 9.5494229567330202e-01 4.9743669211001755e+00
1.9569785452777778e+14 9.5637700606200193e-01 5.3441092449733620e+00
1.9621832754513888e+14 9.5816883137605879e-01 5.7151511118061791e+00
1.9673880056250000e+14 9.5913212608676679e-01 6.0846815280204183e+00
1.9725927357986109e+14 9.6113239658565919e-01 6.4563569961560612e+00
1.9777974659722222e+14 9.6144630868456260e-01 6.8259297854210184e+00
1.9830021961458331e+14 9.6375138617468692e-01 7.1978440904201282e+00
1.9882069263194444e+14 9.6345791797075775e-01 7.5677614423238779e+00
1.9934116564930553e+14 9.6594444490362719e-01 7.9395504465480240e+00
1.9986163866666666e+14 9.6528283973642370e-01 8.3100217706714155e+00
("port 1","mode 1",1,"port 3",1,"transmission")
(27, 3)
1.8737028625000000e+14 1.6542812029513062e-03 -2.7307065489936524e+00
1.8789075926736112e+14 1.5507236178582612e-03 -2.3857653451386809e+00
