["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.8737028625000000e+14 1.5450762806660627e-03 -2.5393108031111793e+00
1.8789075926736112e+14 1.2931735295262300e-03 -2.1779662491622283e+00
1.8841123228472222e+14 9.9781485619281204e-04 -1.8731481644580661e+00
1.8893170530208334e+14 7.0098579601465241e-04 -1.6539912966940300e+00
1.8945217831944444e+14 5.1530346883725412e-04 -1.6802738071223418e+00
1.8997265133680556e+14 5.0376219540465409e-04 -1.7419130646137264e+00
1.9049312435416666e+14 6.0946208695689336e-04 -1.6008437686639116e+00
1.9101359737152778e+14 7.1625928412452329e-04 -1.2000190582802339e+00
1.9153407038888888e+14 7.9855076107616431e-04 -7.0883566094305062e-01
1.9205454340625000e+14 8.8140743569280254e-04 -1.2820998875424333e-01
1.9257501642361109e+14 9.4413324035589143e-04 4.6045583057904604e-01
1.9309548944097222e+14 1.0332578347568683e-03 1.0355575681878533e+00
1.9359660086208747e+14 1.0909507766237337e-03 1.5691090198977364e+00
1.9361596245833331e+14 1.0926013460815039e-03 1.5883820301081475e+00
1.9363532405457916e+14 1.0942502317687719e-03 1.6075535289941647e+00
1.9413643547569444e+14 1.1391232068182460e-03 2.0830623019928485e+00
1.9465690849305556e+14 1.1454780234323462e-03 2.5555819215188178e+00
1.9517738151041666e+14 1.1046765236588424e-03 2.9707405457295351e+00
1.9569785452777778e+14 1.0415675432719920e-03 3.3588735585798384e+00
1.9621832754513888e+14 9.3823756921550987e-04 3.6984408792570056e+00
1.9673880056250000e+14 8.4828432855618967e-04 3.9989768102084899e+00
1.9725927357986109e+14 7.5057970151866642e-04 4.2726145385955379e+00
1.9777974659722222e+14 6.9251877332137247e-04 4.5249377956994348e+00
1.9830021961458331e+14 6.4155083856669987e-04 4.8267042947539487e+00
1.9882069263194444e+14 6.1497575064246455e-04 5.1749637997581157e+00
1.9934116564930553e+14 5.9367073517642042e-04 5.6630912299267546e+00
1.9986163866666666e+14 5.9282987746206417e-04 6.2399437542987481e+00
("port 1","mode 1",1,"port 4",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.9678469937984778e-01 -6.5063337821081002e-01
1.8789075926736112e+14 3.9087841433189474e-01 -2.2278091095715602e-01
1.8841123228472222e+14 3.8381388876099670e-01 2.1068380561286004e-01
1.8893170530208334e+14 3.7729290891086803e-01 6.3964672187075100e-01
1.8945217831944444e+14 3.7087691047061433e-01 1.0731134139217191e+00
1.8997265133680556e+14 3.6403052638753242e-01 1.5042487723884046e+00
1.9049312435416666e+14 3.5789799851098142e-01 1.9367932448469578e+00
1.9101359737152778e+14 3.5121680557856877e-01 2.3704266320302407e+00
1.9153407038888888e+14 3.4492050229782339e-01 2.8020901511881475e+00
1.9205454340625000e+14 3.3881508629148499e-01 3.2375538681871938e+00
1.9257501642361109e+14 3.3210467844538533e-01 3.6692868625044812e+00
1.9309548944097222e+14 3.2668892864917642e-01 4.1052566369955645e+00
1.9359660086208747e+14 3.1987044079890886e-01 4.5223476162256233e+00
1.9361596245833331e+14 3.1965881824422626e-01 4.5383372090047187e+00
1.9363532405457916e+14 3.1945326319474032e-01 4.5543322551964502e+00
1.9413643547569444e+14 3.1470743776860099e-01 4.9735664221191938e+00
1.9465690849305556e+14 3.0773651179681527e-01 5.4087965418263106e+00
1.9517738151041666e+14 3.0284007434386834e-01 5.8428400033426700e+00
1.9569785452777778e+14 2.9636032844120874e-01 6.2800054069329834e+00
1.9621832754513888e+14 2.9117967353490704e-01 6.7134682739457299e+00
1.9673880056250000e+14 2.8542760842137921e-01 7.1513972552712213e+00
1.9725927357986109e+14 2.7989627623100860e-01 7.5855772534171324e+00
1.9777974659722222e+14 2.7478109380852778e-01 8.0227891657619121e+00
1.9830021961458331e+14 2.6913702650738364e-01 8.4588596560898885e+00
1.9882069263194444e+14 2.6431107035271040e-01 8.8944220357696793e+00
1.9934116564930553e+14 2.5895045365203329e-01 9.3326761641078804e+00
1.9986163866666666e+14 2.5402486809887409e-01 9.7667868008110581e+00
("port 2","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.8737028625000000e+14 9.1184893530045741e-01 -5.7653311822870290e-01
1.8789075926736112e+14 9.1657249903940685e-01 -2.0994305170028474e-01
1.8841123228472222e+14 9.1867302772816772e-01 1.5587076221275564e-01
1.8893170530208334e+14 9.2368948258332395e-01 5.2310654969470716e-01
1.8945217831944444e+14 9.2501265892473250e-01 8.9002127301299661e-01
1.8997265133680556e+14 9.3006415002701204e-01 1.2574832386521693e+00
1.9049312435416666e+14 9.3097821366891365e-01 1.6256198504446870e+00
1.9101359737152778e+14 9.3568674615421177e-01 1.9931548402094077e+00
1.9153407038888888e+14 9.3658474391189450e-01 2.3623685685896594e+00
1.9205454340625000e+14 9.4061814521342946e-01 2.7300850852238021e+00
1.9257501642361109e+14 9.4178301362300099e-01 3.1000170542722749e+00
1.9309548944097222e+14 9.4497778209014371e-01 3.4682198287179138e+00
1.9359660086208747e+14 9.4641313560109608e-01 3.8246828596074436e+00
1.9361596245833331e+14 9.4645368023544529e-01 3.8383913292425058e+00
1.9363532405457916e+14 9.4649867779443086e-01 3.8520962395707183e+00
1.9413643547569444e+14 9.4893704406757040e-01 4.2073976551533612e+00
1.9465690849305556e+14 9.5053203073395620e-01 4.5774678634411430e+00
1.9517738151041666e+14 9.5257708487459325e-01 4.9474358954911768e+00
1.9569785452777778e+14 9.5398281404303442e-01 5.3172293563470721e+00
1.9621832754513888e+14 9.5595503144926930e-01 5.6881010235913765e+00
1.9673880056250000e+14 9.5686837185438989e-01 6.0576963200179037e+00
1.9725927357986109e+14 9.5904491956052007e-01 6.4291978214085210e+00
1.9777974659722222e+14 9.5930435069409414e-01 6.7988450363948214e+00
1.9830021961458331e+14 9.6177503663367425e-01 7.1705890423569274e+00
1.9882069263194444e+14 9.6142990435348008e-01 7.5405862536262562e+00
1.9934116564930553e+14 9.6406341543046514e-01 7.9122194320672952e+00
1.9986163866666666e+14 9.6335075957986749e-01 8.2827620250746836e+00
("port 2","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.8116516896475800e-03 -3.1347308319296801e+00
1.8789075926736112e+14 3.9211851039738397e-03 -3.2348522370057502e+00
1.8841123228472222e+14 2.8432206552813592e-03 -3.1792301274170760e+00
1.8893170530208334e+14 3.2927140229582767e-03 -3.3236881784612806e+00
1.8945217831944444e+14 2.5239930888498424e-03 -3.2470283240315587e+00
1.8997265133680556e+14 3.0868522713593553e-03 -3.2575426107010168e+00
1.9049312435416666e+14 2.2105094394377052e-03 -3.0044359189882823e+00
1.9101359737152778e+14 2.3974043081955612e-03 -2.9580566016399086e+00
1.9153407038888888e+14 1.3906841220871287e-03 -2.4244119172322391e+00
1.9205454340625000e+14 1.1820496442697009e-03 -2.5227820117227493e+00
1.9257501642361109e+14 6.9870365297621927e-04 -1.1869647002153658e+00
1.9309548944097222e+14 1.7768816645563707e-04 -1.3955837496434895e+00
1.9359660086208747e+14 8.6247921445995455e-04 -1.0340341494082275e-01
1.9361596245833331e+14 8.7411572439170077e-04 -5.0775982196481446e-02
1.9363532405457916e+14 8.8359289479151637e-04 1.1064303883254515e-03
1.9413643547569444e+14 4.2154565242367460e-04 5.3328455357468540e-01
1.9465690849305556e+14 1.1570474007151622e-03 1.2901563944219116e-01
1.9517738151041666e+14 7.9147434025599245e-04 3.3653865843231834e-01
1.9569785452777778e+14 1.6438962588503144e-03 1.9067638699268297e-01
1.9621832754513888e+14 1.2716702219139153e-03 4.4324379530262775e-01
1.9673880056250000e+14 1.8995375670952325e-03 3.8123244914950838e-01
1.9725927357986109e+14 1.2654953870910946e-03 6.4482789275239971e-01
1.9777974659722222e+14 1.5864559931456231e-03 3.9953130052814240e-01
1.9830021961458331e+14 8.5501659338945606e-04 2.7996960817043287e-01
1.9882069263194444e+14 1.6088421657262713e-03 -7.4024308070440734e-02
1.9934116564930553e+14 1.4871379721640827e-03 -3.5328957726351623e-01
1.9986163866666666e+14 2.5251030212367614e-03 -2.2358208269028351e-01
("port 2","mode 1",1,"port 3",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.9678745123438647e-01 2.4908842301755256e+00
1.8789075926736112e+14 3.9088112384435392e-01 2.9187348584054673e+00
1.8841123228472222e+14 3.8381619108615994e-01 3.3521991629447672e+00
1.8893170530208334e+14 3.7729515675924818e-01 3.7811603966776288e+00
1.8945217831944444e+14 3.7087868291773474e-01 4.2146265732337760e+00
1.8997265133680556e+14 3.6403233329997353e-01 4.6457601629413627e+00
1.9049312435416666e+14 3.5789941731993929e-01 5.0783042167610857e+00
1.9101359737152778e+14 3.5121835641861338e-01 5.5119360865675002e+00
1.9153407038888888e+14 3.4492167258576423e-01 5.9435994729067883e+00
